"","Predator","Prey"
"5247","Phyllobothrium","Thaleichthys pacificus"
"5248","Phyllobothrium","Gadus macrocephalus"
"5249","Phyllobothrium","Theragra chalcogramma"
"5250","Phyllobothrium","Pleurogrammus monopterygius"
"5251","Phyllobothrium","Ammodytes hexapterus"
"5252","Phyllobothrium","Phocoenoides dalli"
"5253","Phyllobothrium","Clupea pallasii"
"5254","Phyllobothrium","Berryteuthis magister"
"5255","Nybelinia surmenicola","Gadus macrocephalus"
"5256","Nybelinia surmenicola","Theragra chalcogramma"
"5257","Nybelinia surmenicola","Sebastes ciliatus"
"5258","Nybelinia surmenicola","Pleurogrammus monopterygius"
"5259","Nybelinia surmenicola","Lepidopsetta bilineata"
"5260","Nybelinia surmenicola","Hippoglossus stenolepis"
"5261","Nybelinia surmenicola","Reinhardtius stomias"
"5262","Thalassomyces","Thysanoessa raschii"
"5263","Thalassomyces","Mysida"
"5264","Thalassomyces","Gammaridea"
"5265","Thalassomyces","Hyperiidea"
"5266","Thalassomyces","Euphausia"
"5267","Hysterothylacium aduncum","Chaetognatha"
"5268","Hysterothylacium aduncum","Squalus acanthias"
"5269","Hysterothylacium aduncum","Alosa sapidissima"
"5270","Hysterothylacium aduncum","Oncorhynchus keta"
"5271","Hysterothylacium aduncum","Oncorhynchus kisutch"
"5272","Hysterothylacium aduncum","Oncorhynchus tshawytscha"
"5273","Hysterothylacium aduncum","Salvelinus"
"5274","Hysterothylacium aduncum","Mallotus villosus"
"5275","Hysterothylacium aduncum","Boreogadus saida"
"5276","Hysterothylacium aduncum","Gadus macrocephalus"
"5277","Hysterothylacium aduncum","Theragra chalcogramma"
"5278","Hysterothylacium aduncum","Sebastes ciliatus"
"5279","Hysterothylacium aduncum","Myoxocephalus"
"5280","Hysterothylacium aduncum","Platichthys"
"5281","Hysterothylacium aduncum","Lepidopsetta bilineata"
"5282","Hysterothylacium aduncum","Reinhardtius hippoglossoides"
"5283","Hysterothylacium aduncum","Hippoglossus stenolepis"
"5284","Hysterothylacium aduncum","Hydrozoa"
"5285","Hysterothylacium aduncum","Clupea pallasii"
"5286","Hysterothylacium aduncum","Clausocalanidae"
"5287","Hysterothylacium aduncum","Reinhardtius stomias"
"5288","Hysterothylacium aduncum","Acartia"
"5289","Hysterothylacium aduncum","Mysida"
"5290","Hysterothylacium aduncum","Idoteidae"
"5291","Hysterothylacium aduncum","Hyperiidea"
"5292","Pseudoterranova","Mallotus villosus"
"5293","Pseudoterranova","Boreogadus saida"
"5294","Pseudoterranova","Gadus macrocephalus"
"5295","Pseudoterranova","Theragra chalcogramma"
"5296","Pseudoterranova","Sebastes ciliatus"
"5297","Pseudoterranova","Pleurogrammus monopterygius"
"5298","Pseudoterranova","Hemitripterus"
"5299","Pseudoterranova","Myoxocephalus"
"5300","Pseudoterranova","Pleuronectes"
"5301","Pseudoterranova","Reinhardtius hippoglossoides"
"5302","Pseudoterranova","Hippoglossus stenolepis"
"5303","Pseudoterranova","Enhydra lutris"
"5304","Pseudoterranova","Eumetopias jubatus"
"5305","Pseudoterranova","Callorhinus ursinus"
"5306","Pseudoterranova","Phoca vitulina"
"5307","Pseudoterranova","Mirounga angustirostris"
"5308","Pseudoterranova","Reinhardtius stomias"
"5309","Pseudoterranova","Polynoidae"
"5310","Pseudoterranova","Mysida"
"5311","Pseudoterranova","Gammaridea"
"5312","Pseudoterranova","Caprellidae"
"5313","Staphylinidae","Cyanophycota"
"5314","Staphylinidae","Oligochaeta"
"5315","Staphylinidae","Gammaridea"
"5316","Staphylinidae","Detritus complex"
"5317","Staphylinidae","Staphylinidae"
"5318","Phascolosomatidae","Detritus complex"
"5319","Terebratalia transversa","Detritus complex"
"5320","Solaster stimpsoni","Pycnopodia helianthoides"
"5321","Solaster stimpsoni","Psolus"
"5322","Solaster stimpsoni","Cucumaria"
"5323","Solaster stimpsoni","Octocorallia"
"5324","Solaster stimpsoni","Terebratalia transversa"
"5325","Solaster stimpsoni","Eupentacta"
"5326","Solaster stimpsoni","Pyura"
"5327","Dermasterias imbricata","Gymnolaemata"
"5328","Dermasterias imbricata","Strongylocentrotus droebachiensis"
"5329","Dermasterias imbricata","Strongylocentrotus franciscanus"
"5330","Dermasterias imbricata","Psolus"
"5331","Dermasterias imbricata","Cucumaria"
"5332","Dermasterias imbricata","Aspidochirotacea"
"5333","Dermasterias imbricata","Clavelinidae"
"5334","Dermasterias imbricata","Aplidium"
"5335","Dermasterias imbricata","Boltenia"
"5336","Dermasterias imbricata","Hydrozoa"
"5337","Dermasterias imbricata","Octocorallia"
"5338","Dermasterias imbricata","Clupea pallasii"
"5339","Dermasterias imbricata","Ulvaceae"
"5340","Dermasterias imbricata","Trichotropis cancellata"
"5341","Dermasterias imbricata","Tonicella"
"5342","Dermasterias imbricata","Katharina tunicata"
"5343","Dermasterias imbricata","Detritus complex"
"5344","Dermasterias imbricata","Leptasterias"
"5345","Dermasterias imbricata","Eupentacta"
"5346","Dermasterias imbricata","Anthopleura"
"5347","Dermasterias imbricata","Epiactis"
"5348","Dermasterias imbricata","Urticina"
"5349","Dermasterias imbricata","Metridium senile"
"5350","Leptasterias","Ophiuroidea"
"5351","Leptasterias","Strongylocentrotus droebachiensis"
"5352","Leptasterias","Cucumaria"
"5353","Leptasterias","Halocynthia"
"5354","Leptasterias","Lottia testudinalis"
"5355","Leptasterias","Pharidae"
"5356","Leptasterias","Lottia digitalis"
"5357","Leptasterias","Lottia pelta"
"5358","Leptasterias","Lottia scutum"
"5359","Leptasterias","Pectinariidae"
"5360","Leptasterias","Trochidae"
"5361","Leptasterias","Lacuna"
"5362","Leptasterias","Littorina"
"5363","Leptasterias","Trichotropis cancellata"
"5364","Leptasterias","Crepidula"
"5365","Leptasterias","Nucella lamellosa"
"5366","Leptasterias","Nucella emarginata"
"5367","Leptasterias","Buccinidae"
"5368","Leptasterias","Tonicella"
"5369","Leptasterias","Katharina tunicata"
"5370","Leptasterias","Mytilus"
"5371","Leptasterias","Pectinidae"
"5372","Leptasterias","Clinocardium"
"5373","Leptasterias","Mactromeris"
"5374","Leptasterias","Macoma"
"5375","Leptasterias","Mya"
"5376","Leptasterias","Hiatellidae"
"5377","Leptasterias","Paguridae"
"5378","Leptasterias","Terebratalia transversa"
"5379","Leptasterias","Leptasterias"
"5380","Leptasterias","Eupentacta"
"5381","Leptasterias","Nucella canaliculata"
"5382","Leptasterias","Mopalia"
"5383","Leptasterias","Chthamalus dalli"
"5384","Leptasterias","Balanus glandula"
"5385","Leptasterias","Semibalanus cariosus"
"5386","Orthasterias koehleri","Boltenia"
"5387","Orthasterias koehleri","Halocynthia"
"5388","Orthasterias koehleri","Balanus nubilus"
"5389","Orthasterias koehleri","Acmaea mitra"
"5390","Orthasterias koehleri","Crepidula"
"5391","Orthasterias koehleri","Buccinidae"
"5392","Orthasterias koehleri","Tonicella"
"5393","Orthasterias koehleri","Katharina tunicata"
"5394","Orthasterias koehleri","Pectinidae"
"5395","Orthasterias koehleri","Pododesmus"
"5396","Orthasterias koehleri","Saxidomus"
"5397","Orthasterias koehleri","Terebratalia transversa"
"5398","Orthasterias koehleri","Styela"
"5399","Orthasterias koehleri","Mopalia"
"5400","Orthasterias koehleri","Entodesma"
"5401","Eupentacta","Bacteria"
"5402","Eupentacta","Detritus complex"
"5403","Styela","Strongylocentrotus franciscanus"
"5404","Styela","Lottia scutum"
"5405","Styela","Serpulidae"
"5406","Styela","Littorina"
"5407","Styela","Detritus complex"
"5408","Pyura","Thaliacea"
"5409","Pyura","Chaetoceros"
"5410","Pyura","Prasinophyceae"
"5411","Pyura","Detritus complex"
"5412","Gobiesocidae","Lottia digitalis"
"5413","Gobiesocidae","Lottia pelta"
"5414","Gobiesocidae","Lottia persona"
"5415","Gobiesocidae","Lottia scutum"
"5416","Gobiesocidae","Littorina"
"5417","Gobiesocidae","Naticidae"
"5418","Gobiesocidae","Nucella emarginata"
"5419","Gobiesocidae","Tonicella"
"5420","Gobiesocidae","Ostracoda"
"5421","Gobiesocidae","Sphaeromatidae"
"5422","Gobiesocidae","Idoteidae"
"5423","Gobiesocidae","Gammaridea"
"5424","Gobiesocidae","Cancer"
"5425","Gobiesocidae","Gobiesocidae"
"5426","Gobiesocidae","Pugettia"
"5427","Anoplarchus purpurescens","Colpomenia"
"5428","Anoplarchus purpurescens","Cucumaria"
"5429","Anoplarchus purpurescens","Nemertea"
"5430","Anoplarchus purpurescens","Ulvaceae"
"5431","Anoplarchus purpurescens","Phyllodocidae"
"5432","Anoplarchus purpurescens","Capitellidae"
"5433","Anoplarchus purpurescens","Oligochaeta"
"5434","Anoplarchus purpurescens","Littorina"
"5435","Anoplarchus purpurescens","Pycnogonida"
"5436","Anoplarchus purpurescens","Gammaridea"
"5437","Anoplarchus purpurescens","Porphyra"
"5438","Anoplarchus purpurescens","Acrosiphoniaceae"
"5439","Xiphister atropurpureus","Desmarestia"
"5440","Xiphister atropurpureus","Odonthalia"
"5441","Xiphister atropurpureus","Ulvaceae"
"5442","Xiphister atropurpureus","Ostracoda"
"5443","Xiphister atropurpureus","Gammaridea"
"5444","Xiphister atropurpureus","Caprellidae"
"5445","Xiphister atropurpureus","Hippolytidae"
"5446","Xiphister atropurpureus","Paguridae"
"5447","Xiphister atropurpureus","Porphyra"
"5448","Xiphister atropurpureus","Acrosiphoniaceae"
"5449","Xiphister mucosus","Microcladia"
"5450","Xiphister mucosus","Polysiphonia"
"5451","Xiphister mucosus","Ulvaceae"
"5452","Xiphister mucosus","Sphaeromatidae"
"5453","Xiphister mucosus","Gammaridea"
"5454","Xiphister mucosus","Porphyra"
"5455","Xiphister mucosus","Acrosiphoniaceae"
"5456","Xiphister mucosus","Mastocarpus"
"5457","Vulpes","Mallotus villosus"
"5458","Vulpes","Myoxocephalus"
"5459","Vulpes","Lumpenus"
"5460","Vulpes","Pholis"
"5461","Vulpes","Ammodytes hexapterus"
"5462","Vulpes","Enhydra lutris"
"5463","Vulpes","Eumetopias jubatus"
"5464","Vulpes","Nereididae"
"5465","Vulpes","Oligochaeta"
"5466","Vulpes","Mytilus"
"5467","Vulpes","Mya"
"5468","Vulpes","Gammaridea"
"5469","Vulpes","Hyas"
"5470","Vulpes","Chionoecetes opilio"
"5471","Vulpes","Detritus complex"
"5472","Vulpes","Staphylinidae"
"5473","Vulpes","Vulpes"
"5474","Vulpes","Gavia"
"5475","Vulpes","Fulmarus glacialis"
"5476","Vulpes","Puffinus tenuirostris"
"5477","Vulpes","Oceanodroma"
"5478","Vulpes","Phalacrocorax auritus"
"5479","Vulpes","Phalacrocorax pelagicus"
"5480","Vulpes","Cygnus columbianus"
"5481","Vulpes","Branta canadensis"
"5482","Vulpes","Branta bernicla"
"5483","Vulpes","Chen canagica"
"5484","Vulpes","Anas"
"5485","Vulpes","Aythya marila"
"5486","Vulpes","Clangula hyemalis"
"5487","Vulpes","Polysticta stelleri"
"5488","Vulpes","Somateria mollissima"
"5489","Vulpes","Somateria spectabilis"
"5490","Vulpes","Buteo lagopus"
"5491","Vulpes","Charadrius semipalmatus"
"5492","Vulpes","Calidris"
"5493","Vulpes","Limosa lapponica"
"5494","Vulpes","Phalaropus lobatus"
"5495","Vulpes","Stercorarius parasiticus"
"5496","Vulpes","Larus hyperboreus"
"5497","Vulpes","Larus glaucescens"
"5498","Vulpes","Larus canus"
"5499","Vulpes","Rissa tridactyla"
"5500","Vulpes","Sterna"
"5501","Vulpes","Uria aalge"
"5502","Vulpes","Uria lomvia"
"5503","Vulpes","Cepphus columba"
"5504","Vulpes","Synthliboramphus antiquus"
"5505","Vulpes","Ptychoramphus aleuticus"
"5506","Vulpes","Aethia cristatella"
"5507","Vulpes","Fratercula corniculata"
"5508","Vulpes","Fratercula cirrhata"
"5509","Vulpes","Melospiza melodia"
"5510","Vulpes","Calcarius lapponicus"
"5511","Vulpes","Plectrophenax"
"5512","Vulpes","Aethia psittacula"
"5513","Vulpes","Bubo scandiacus"
"5514","Haliclona","Bacteria"
"5515","Haliclona","Detritus complex"
"5516","Ophlitaspongia","Detritus complex"
"5517","Halichondria panicea","Bacteria"
"5518","Halichondria panicea","Detritus complex"
"5519","Anthopleura","Gymnolaemata"
"5520","Anthopleura","Foraminiferida"
"5521","Anthopleura","Hydrozoa"
"5522","Anthopleura","Clupea pallasii"
"5523","Anthopleura","Lottia scutum"
"5524","Anthopleura","Serpulidae"
"5525","Anthopleura","Trochidae"
"5526","Anthopleura","Littorina"
"5527","Anthopleura","Mytilus"
"5528","Anthopleura","Protothaca staminea"
"5529","Anthopleura","Paguridae"
"5530","Anthopleura","Cancer"
"5531","Anthopleura","Detritus complex"
"5532","Anthopleura","Anthopleura"
"5533","Anthopleura","Balanus glandula"
"5534","Anthopleura","Semibalanus cariosus"
"5535","Anthopleura","Pugettia"
"5536","Epiactis","Caprellidae"
"5537","Epiactis","Detritus complex"
"5538","Urticina","Hemilepidotus hemilepidotus"
"5539","Urticina","Mytilus"
"5540","Urticina","Telmessus cheiragonus"
"5541","Urticina","Dermasterias imbricata"
"5542","Urticina","Epiactis"
"5543","Metridium senile","Gymnolaemata"
"5544","Metridium senile","Foraminiferida"
"5545","Metridium senile","Clupea pallasii"
"5546","Metridium senile","Ostracoda"
"5547","Metridium senile","Gammaridea"
"5548","Metridium senile","Caprellidae"
"5549","Metridium senile","Detritus complex"
"5550","Metridium senile","Harpacticidae"
"5551","Metridium senile","Chthamalus dalli"
"5552","Metridium senile","Balanus glandula"
"5553","Metridium senile","Semibalanus cariosus"
"5554","Lineidae","Nemertea"
"5555","Lineidae","Polynoidae"
"5556","Lineidae","Phyllodocidae"
"5557","Lineidae","Nereididae"
"5558","Lineidae","Nephtyidae"
"5559","Lineidae","Mya"
"5560","Lineidae","Lineidae"
"5561","Lineidae","Emplectonematidae"
"5562","Emplectonematidae","Lottia digitalis"
"5563","Emplectonematidae","Lottia pelta"
"5564","Emplectonematidae","Polynoidae"
"5565","Emplectonematidae","Phyllodocidae"
"5566","Emplectonematidae","Syllidae"
"5567","Emplectonematidae","Nereididae"
"5568","Emplectonematidae","Goniadidae"
"5569","Emplectonematidae","Lumbrineridae"
"5570","Emplectonematidae","Orbiniidae"
"5571","Emplectonematidae","Spionidae"
"5572","Emplectonematidae","Opheliidae"
"5573","Emplectonematidae","Terebellidae"
"5574","Emplectonematidae","Nucella lamellosa"
"5575","Emplectonematidae","Nucella emarginata"
"5576","Emplectonematidae","Chthamalus dalli"
"5577","Emplectonematidae","Balanus glandula"
"5578","Emplectonematidae","Semibalanus cariosus"
"5579","Amphiporidae","Littorina"
"5580","Amphiporidae","Idoteidae"
"5581","Amphiporidae","Gammaridea"
"5582","Amphiporidae","Caprellidae"
"5583","Nucella canaliculata","Mytilus"
"5584","Nucella canaliculata","Chthamalus dalli"
"5585","Nucella canaliculata","Balanus glandula"
"5586","Nucella canaliculata","Semibalanus cariosus"
"5587","Siphonaria thersites","Ulvaceae"
"5588","Siphonaria thersites","Biofilm Complex"
"5589","Siphonaria thersites","Fucus"
"5590","Diaulula sandiegensis","Haliclona"
"5591","Diaulula sandiegensis","Halichondria panicea"
"5592","Rostanga pulchra","Ophlitaspongia"
"5593","Archidoris montereyensis","Haliclona"
"5594","Archidoris montereyensis","Halichondria panicea"
"5595","Archidoris odhneri","Haliclona"
"5596","Archidoris odhneri","Halichondria panicea"
"5597","Triopha catalinae","Gymnolaemata"
"5598","Hermissenda crassicornis","Gymnolaemata"
"5599","Hermissenda crassicornis","Aplidium"
"5600","Hermissenda crassicornis","Hydrozoa"
"5601","Hermissenda crassicornis","Phacellophora camtschatica"
"5602","Hermissenda crassicornis","Octocorallia"
"5603","Hermissenda crassicornis","Detritus complex"
"5604","Hermissenda crassicornis","Anthopleura"
"5605","Hermissenda crassicornis","Hermissenda crassicornis"
"5606","Aeolidia papillosa","Hydrozoa"
"5607","Aeolidia papillosa","Octocorallia"
"5608","Aeolidia papillosa","Anthopleura"
"5609","Aeolidia papillosa","Epiactis"
"5610","Aeolidia papillosa","Urticina"
"5611","Aeolidia papillosa","Metridium senile"
"5612","Onchidella","Biofilm Complex"
"5613","Leptochiton rugatus","Bacteria"
"5614","Leptochiton rugatus","Cyanophycota"
"5615","Leptochiton rugatus","Detritus complex"
"5616","Leptochiton rugatus","Biofilm Complex"
"5617","Mopalia","Corallina"
"5618","Mopalia","Gymnolaemata"
"5619","Mopalia","Navicula"
"5620","Mopalia","Foraminiferida"
"5621","Mopalia","Tintinnina"
"5622","Mopalia","Hydrozoa"
"5623","Mopalia","Ulvaceae"
"5624","Mopalia","Nucella lamellosa"
"5625","Mopalia","Nucella emarginata"
"5626","Mopalia","Phaeophyta Crust"
"5627","Mopalia","Crustose coralline algae complex"
"5628","Mopalia","Detritus complex"
"5629","Mopalia","Biofilm Complex"
"5630","Mopalia","Mastocarpus"
"5631","Cryptochiton stelleri","Costaria costata"
"5632","Cryptochiton stelleri","Alaria"
"5633","Cryptochiton stelleri","Odonthalia"
"5634","Cryptochiton stelleri","Ulvaceae"
"5635","Cryptochiton stelleri","Fusitriton"
"5636","Cryptochiton stelleri","Biofilm Complex"
"5637","Cryptochiton stelleri","Saccharina sessile"
"5638","Cryptochiton stelleri","Acrosiphoniaceae"
"5639","Cryptochiton stelleri","Mastocarpus"
"5640","Entodesma","Detritus complex"
"5641","Prostigmata","Detritus complex"
"5642","Harpacticidae","Navicula"
"5643","Harpacticidae","Bacillariaceae"
"5644","Harpacticidae","Detritus complex"
"5645","Chthamalus dalli","Detritus complex"
"5646","Balanus glandula","Detritus complex"
"5647","Semibalanus balanoides","Ceratium"
"5648","Semibalanus balanoides","Scrippsiella"
"5649","Semibalanus balanoides","Chrysophyta"
"5650","Semibalanus balanoides","Chaetoceros"
"5651","Semibalanus balanoides","Thalassiosirales"
"5652","Semibalanus balanoides","Dinophysis"
"5653","Semibalanus balanoides","Detritus complex"
"5654","Semibalanus cariosus","Foraminiferida"
"5655","Semibalanus cariosus","Nemertea"
"5656","Semibalanus cariosus","Mytilus"
"5657","Semibalanus cariosus","Ostracoda"
"5658","Semibalanus cariosus","Detritus complex"
"5659","Limnoria","Detritus complex"
"5660","Mimulus","Detritus complex"
"5661","Pugettia","Laminaria"
"5662","Pugettia","Costaria costata"
"5663","Pugettia","Nereocystis luetkeana"
"5664","Pugettia","Alaria"
"5665","Pugettia","Cystoseira"
"5666","Pugettia","Odonthalia"
"5667","Pugettia","Gymnolaemata"
"5668","Pugettia","Zostera marina"
"5669","Pugettia","Hydrozoa"
"5670","Pugettia","Chrysaora"
"5671","Pugettia","Mytilus"
"5672","Pugettia","Idoteidae"
"5673","Pugettia","Detritus complex"
"5674","Pugettia","Fucus"
"5675","Scyra","Foraminiferida"
"5676","Scyra","Detritus complex"
"5677","Gavia","Salvelinus"
"5678","Gavia","Osmerus"
"5679","Gavia","Microgadus"
"5680","Gavia","Gasterosteus aculeatus"
"5681","Gavia","Pungitius"
"5682","Gavia","Leptocottus armatus"
"5683","Gavia","Myoxocephalus"
"5684","Gavia","Pholis"
"5685","Gavia","Ammodytes hexapterus"
"5686","Gavia","Enteroctopus dofleini"
"5687","Gavia","Nereididae"
"5688","Gavia","Idoteidae"
"5689","Gavia","Gammaridea"
"5690","Gavia","Hippolytidae"
"5691","Gavia","Pandalidae"
"5692","Gavia","Paguridae"
"5693","Gavia","Gavia"
"5694","Podiceps","Osmerus"
"5695","Podiceps","Gasterosteus aculeatus"
"5696","Podiceps","Myoxocephalus"
"5697","Podiceps","Clupea pallasii"
"5698","Podiceps","Nereididae"
"5699","Podiceps","Ostracoda"
"5700","Podiceps","Mysida"
"5701","Podiceps","Gammaridea"
"5702","Podiceps","Crangonidae"
"5703","Podiceps","Podiceps"
"5704","Diomedeidae","Strongylocentrotus droebachiensis"
"5705","Diomedeidae","Thaliacea"
"5706","Diomedeidae","Bathylagus"
"5707","Diomedeidae","Protomyctophum"
"5708","Diomedeidae","Gadus macrocephalus"
"5709","Diomedeidae","Theragra chalcogramma"
"5710","Diomedeidae","Coryphaenoides"
"5711","Diomedeidae","Melamphaidae"
"5712","Diomedeidae","Ammodytes hexapterus"
"5713","Diomedeidae","Foraminiferida"
"5714","Diomedeidae","Clupea pallasii"
"5715","Diomedeidae","Polynoidae"
"5716","Diomedeidae","Nereididae"
"5717","Diomedeidae","Trochidae"
"5718","Diomedeidae","Gonatopsis"
"5719","Diomedeidae","Moroteuthis"
"5720","Diomedeidae","Sphaeromatidae"
"5721","Diomedeidae","Gammaridea"
"5722","Diomedeidae","Hyperiidea"
"5723","Diomedeidae","Euphausia"
"5724","Diomedeidae","Acanthephyra"
"5725","Diomedeidae","Pandalidae"
"5726","Diomedeidae","Paguridae"
"5727","Diomedeidae","Majidae"
"5728","Diomedeidae","Pinnotheridae"
"5729","Diomedeidae","Detritus complex"
"5730","Fulmarus glacialis","Salvelinus"
"5731","Fulmarus glacialis","Mallotus villosus"
"5732","Fulmarus glacialis","Boreogadus saida"
"5733","Fulmarus glacialis","Theragra chalcogramma"
"5734","Fulmarus glacialis","Lycodes"
"5735","Fulmarus glacialis","Melamphaidae"
"5736","Fulmarus glacialis","Myoxocephalus"
"5737","Fulmarus glacialis","Hydrozoa"
"5738","Fulmarus glacialis","Chrysaora"
"5739","Fulmarus glacialis","Nereididae"
"5740","Fulmarus glacialis","Neocalanus cristatus"
"5741","Fulmarus glacialis","Neocalanus plumchrus"
"5742","Fulmarus glacialis","Trochidae"
"5743","Fulmarus glacialis","Limacina helicina"
"5744","Fulmarus glacialis","Ostracoda"
"5745","Fulmarus glacialis","Calanus"
"5746","Fulmarus glacialis","Aetideidae"
"5747","Fulmarus glacialis","Euchaetidae"
"5748","Fulmarus glacialis","Mysida"
"5749","Fulmarus glacialis","Cumacea"
"5750","Fulmarus glacialis","Idoteidae"
"5751","Fulmarus glacialis","Gammaridea"
"5752","Fulmarus glacialis","Hyperiidea"
"5753","Fulmarus glacialis","Thysanoessa inermis"
"5754","Fulmarus glacialis","Thysanoessa spinifera"
"5755","Fulmarus glacialis","Acanthephyra"
"5756","Fulmarus glacialis","Pandalidae"
"5757","Fulmarus glacialis","Paguridae"
"5758","Puffinus tenuirostris","Chaetognatha"
"5759","Puffinus tenuirostris","Lampanyctus jordani"
"5760","Puffinus tenuirostris","Stenobrachius leucopsarus"
"5761","Puffinus tenuirostris","Protomyctophum"
"5762","Puffinus tenuirostris","Theragra chalcogramma"
"5763","Puffinus tenuirostris","Melamphaidae"
"5764","Puffinus tenuirostris","Ammodytes hexapterus"
"5765","Puffinus tenuirostris","Berryteuthis anonychus"
"5766","Puffinus tenuirostris","Thysanoessa raschii"
"5767","Puffinus tenuirostris","Fusitriton"
"5768","Puffinus tenuirostris","Gonatopsis"
"5769","Puffinus tenuirostris","Moroteuthis"
"5770","Puffinus tenuirostris","Gammaridea"
"5771","Puffinus tenuirostris","Hyperiidea"
"5772","Puffinus tenuirostris","Euphausia"
"5773","Puffinus tenuirostris","Thysanoessa inermis"
"5774","Puffinus tenuirostris","Thysanoessa longipes"
"5775","Puffinus tenuirostris","Thysanoessa spinifera"
"5776","Oceanodroma","Mallotus villosus"
"5777","Oceanodroma","Protomyctophum"
"5778","Oceanodroma","Gadus macrocephalus"
"5779","Oceanodroma","Theragra chalcogramma"
"5780","Oceanodroma","Sebastes alutus"
"5781","Oceanodroma","Pleurogrammus monopterygius"
"5782","Oceanodroma","Anoplopoma fimbria"
"5783","Oceanodroma","Ammodytes hexapterus"
"5784","Oceanodroma","Hydrozoa"
"5785","Oceanodroma","Thysanoessa raschii"
"5786","Oceanodroma","Neocalanus cristatus"
"5787","Oceanodroma","Mysida"
"5788","Oceanodroma","Gammaridea"
"5789","Oceanodroma","Hyperiidea"
"5790","Oceanodroma","Euphausia"
"5791","Oceanodroma","Thysanoessa inermis"
"5792","Oceanodroma","Thysanoessa longipes"
"5793","Oceanodroma","Detritus complex"
"5794","Phalacrocorax auritus","Oncorhynchus kisutch"
"5795","Phalacrocorax auritus","Oncorhynchus nerka"
"5796","Phalacrocorax auritus","Oncorhynchus tshawytscha"
"5797","Phalacrocorax auritus","Salvelinus"
"5798","Phalacrocorax auritus","Mallotus villosus"
"5799","Phalacrocorax auritus","Osmerus"
"5800","Phalacrocorax auritus","Microgadus"
"5801","Phalacrocorax auritus","Gasterosteus aculeatus"
"5802","Phalacrocorax auritus","Pungitius"
"5803","Phalacrocorax auritus","Myoxocephalus"
"5804","Phalacrocorax auritus","Lumpenus"
"5805","Phalacrocorax auritus","Pholis"
"5806","Phalacrocorax auritus","Ammodytes hexapterus"
"5807","Phalacrocorax auritus","Platichthys"
"5808","Phalacrocorax auritus","Clupea pallasii"
"5809","Phalacrocorax auritus","Littorina"
"5810","Phalacrocorax auritus","Mytilus"
"5811","Phalacrocorax auritus","Hippolytidae"
"5812","Phalacrocorax auritus","Crangonidae"
"5813","Phalacrocorax auritus","Hyas"
"5814","Phalacrocorax auritus","Cancer"
"5815","Phalacrocorax auritus","Detritus complex"
"5816","Phalacrocorax pelagicus","Mallotus villosus"
"5817","Phalacrocorax pelagicus","Theragra chalcogramma"
"5818","Phalacrocorax pelagicus","Artedius"
"5819","Phalacrocorax pelagicus","Ammodytes hexapterus"
"5820","Phalacrocorax pelagicus","Nereididae"
"5821","Phalacrocorax pelagicus","Hippolytidae"
"5822","Phalacrocorax pelagicus","Pandalidae"
"5823","Cygnus columbianus","Cyanophycota"
"5824","Cygnus columbianus","Ulvaceae"
"5825","Cygnus columbianus","Nereididae"
"5826","Cygnus columbianus","Macoma"
"5827","Cygnus columbianus","Mya"
"5828","Cygnus columbianus","Cygnus columbianus"
"5829","Branta canadensis","Zostera marina"
"5830","Branta canadensis","Clupea pallasii"
"5831","Branta canadensis","Somateria mollissima"
"5832","Branta bernicla","Zostera marina"
"5833","Branta bernicla","Clupea pallasii"
"5834","Branta bernicla","Ulvaceae"
"5835","Branta bernicla","Fucus"
"5836","Chen canagica","Zostera marina"
"5837","Chen canagica","Pharidae"
"5838","Chen canagica","Ulvaceae"
"5839","Chen canagica","Mytilus"
"5840","Chen canagica","Macoma"
"5841","Chen canagica","Telmessus cheiragonus"
"5842","Anas","Phoronida"
"5843","Anas","Gymnolaemata"
"5844","Anas","Zostera marina"
"5845","Anas","Foraminiferida"
"5846","Anas","Cyanophycota"
"5847","Anas","Ulvaceae"
"5848","Anas","Nereididae"
"5849","Anas","Cladophoraceae"
"5850","Anas","Oligochaeta"
"5851","Anas","Crepidula"
"5852","Anas","Mya"
"5853","Anas","Ostracoda"
"5854","Anas","Gammaridea"
"5855","Anas","Detritus complex"
"5856","Anas","Prostigmata"
"5857","Aythya marila","Zostera marina"
"5858","Aythya marila","Ulvaceae"
"5859","Aythya marila","Lacuna"
"5860","Aythya marila","Littorina"
"5861","Aythya marila","Cerithiopsis"
"5862","Aythya marila","Cephalaspidea"
"5863","Aythya marila","Nuculidae"
"5864","Aythya marila","Arcoida"
"5865","Aythya marila","Mytilus"
"5866","Aythya marila","Ostreidae"
"5867","Aythya marila","Macoma"
"5868","Aythya marila","Mya"
"5869","Aythya marila","Gammaridea"
"5870","Aythya marila","Paguridae"
"5871","Aythya marila","Cancer"
"5872","Aythya marila","Detritus complex"
"5873","Aythya marila","Semibalanus balanoides"
"5874","Bucephala","Clupea pallasii"
"5875","Bucephala","Lottia pelta"
"5876","Bucephala","Nereididae"
"5877","Bucephala","Oligochaeta"
"5878","Bucephala","Trochidae"
"5879","Bucephala","Lacuna"
"5880","Bucephala","Littorina"
"5881","Bucephala","Buccinidae"
"5882","Bucephala","Nuculidae"
"5883","Bucephala","Mytilus"
"5884","Bucephala","Musculus"
"5885","Bucephala","Macoma"
"5886","Bucephala","Mya"
"5887","Bucephala","Mysida"
"5888","Bucephala","Idoteidae"
